"x","y"
2141,0.000
2142,0.464
2143,1.420
2144,1.991
2145,1.650
2146,0.712
2147,0.039
2148,0.249
2149,1.150
2150,1.913
2151,1.837
2152,0.991
2153,0.154
2154,0.094
2155,0.868
2156,1.763
2157,1.956
2158,1.271
2159,0.336
2160,0.012
2161,0.596
2162,1.552
2163,2.000
2164,1.529
2165,0.572
2166,0.008
2167,0.357
2168,1.297
2169,1.964
2170,1.745
2171,0.841
2172,0.083
2173,0.168
2174,1.018
2175,1.851
2176,1.902
2177,1.123
2178,0.232
2179,0.046
2180,0.738
2181,1.670
2182,1.987
2183,1.396
2184,0.441
2185,0.000
2186,0.479
2187,1.436
2188,1.993
2189,1.637
2190,0.695
2191,0.034
2192,0.261
2193,1.168
2194,1.920
2195,1.827
2196,0.973
2197,0.144
2198,0.102
2199,0.885
2200,1.774
2201,1.951
2202,1.254
2203,0.323
2204,0.015
2205,0.612
2206,1.566
2207,2.000
2208,1.514
2209,0.556
2210,0.006
2211,0.370
2212,1.313
2213,1.968
2214,1.733
2215,0.824
2216,0.076
2217,0.178
2218,1.036
2219,1.860
2220,1.894
2221,1.106
2222,0.220
2223,0.052
2224,0.755
2225,1.683
2226,1.984
2227,1.379
2228,0.426
2229,0.001
2230,0.494
2231,1.452
2232,1.995
2233,1.623
2234,0.678
2235,0.029
2236,0.273
2237,1.185
2238,1.927
2239,1.817
2240,0.956
2241,0.135
2242,0.110
2243,0.903
2244,1.785
2245,1.945
2246,1.236
2247,0.310
2248,0.018
2249,0.629
2250,1.581
2251,1.999
2252,1.499
2253,0.540
2254,0.004
2255,0.384
2256,1.330
2257,1.973
2258,1.721
2259,0.806
2260,0.070
2261,0.189
2262,1.053
2263,1.869
2264,1.886
2265,1.088
2266,0.209
2267,0.058
2268,0.772
2269,1.696
2270,1.980
2271,1.363
2272,0.412
2273,0.002
2274,0.509
2275,1.468
2276,1.996
2277,1.609
2278,0.661
2279,0.025
2280,0.285
2281,1.202
2282,1.933
2283,1.806
2284,0.938
2285,0.127
2286,0.118
2287,0.921
2288,1.796
2289,1.939
2290,1.219
2291,0.297
2292,0.022
2293,0.645
2294,1.595
2295,1.998
2296,1.483
2297,0.524
2298,0.003
2299,0.398
2300,1.347
2301,1.977
2302,1.709
2303,0.789
2304,0.063
2305,0.199
2306,1.071
2307,1.878
2308,1.877
2309,1.071
2310,0.199
2311,0.064
2312,0.789
2313,1.709
2314,1.977
2315,1.346
2316,0.398
2317,0.003
2318,0.525
2319,1.483
2320,1.998
2321,1.595
2322,0.645
2323,0.022
2324,0.298
2325,1.220
2326,1.940
2327,1.796
2328,0.920
2329,0.118
2330,0.127
2331,0.938
2332,1.807
2333,1.933
2334,1.202
2335,0.285
2336,0.025
2337,0.662
2338,1.609
2339,1.996
2340,1.468
2341,0.509
2342,0.002
2343,0.412
2344,1.363
2345,1.980
2346,1.696
2347,0.772
2348,0.057
2349,0.210
2350,1.089
2351,1.886
2352,1.869
2353,1.053
2354,0.188
2355,0.070
2356,0.807
2357,1.721
2358,1.973
2359,1.330
2360,0.384
2361,0.004
2362,0.540
2363,1.499
2364,1.999
2365,1.580
2366,0.628
2367,0.018
2368,0.310
2369,1.237
2370,1.946
2371,1.785
2372,0.903
2373,0.110
2374,0.136
2375,0.956
2376,1.817
2377,1.927
2378,1.185
2379,0.273
2380,0.030
2381,0.679
2382,1.623
2383,1.995
2384,1.452
2385,0.493
2386,0.001
2387,0.427
2388,1.380
2389,1.984
2390,1.683
2391,0.755
2392,0.052
2393,0.221
2394,1.106
2395,1.894
2396,1.860
2397,1.035
2398,0.178
2399,0.077
2400,0.824
2401,1.733
2402,1.968
2403,1.313
2404,0.370
2405,0.006
2406,0.556
2407,1.514
2408,2.000
2409,1.566
2410,0.612
2411,0.015
2412,0.323
2413,1.254
2414,1.951
2415,1.774
2416,0.885
2417,0.102
2418,0.145
2419,0.974
2420,1.827
2421,1.920
2422,1.167
2423,0.261
2424,0.034
2425,0.695
2426,1.637
2427,1.993
2428,1.436
2429,0.478
2430,0.000
2431,0.441
2432,1.396
2433,1.987
2434,1.670
2435,0.737
2436,0.046
2437,0.232
2438,1.124
2439,1.902
2440,1.851
2441,1.017
2442,0.168
2443,0.084
2444,0.842
2445,1.745
2446,1.964
2447,1.296
2448,0.356
2449,0.008
2450,0.572
2451,1.529
2452,2.000
2453,1.551
2454,0.596
2455,0.012
2456,0.337
2457,1.271
2458,1.956
2459,1.762
2460,0.867
2461,0.094
2462,0.154
2463,0.991
2464,1.837
2465,1.913
2466,1.150
2467,0.249
2468,0.039
2469,0.712
2470,1.650
2471,1.991
2472,1.420
2473,0.463
2474,0.000
2475,0.456
2476,1.412
2477,1.989
2478,1.657
2479,0.720
2480,0.041
2481,0.243
2482,1.141
2483,1.909
2484,1.841
2485,1.000
2486,0.158
2487,0.091
2488,0.859
2489,1.757
2490,1.959
2491,1.279
2492,0.343
2493,0.011
2494,0.588
2495,1.544
2496,2.000
2497,1.536
2498,0.580
2499,0.009
2500,0.350
2501,1.288
2502,1.961
2503,1.751
2504,0.850
2505,0.087
2506,0.163
2507,1.009
2508,1.846
2509,1.905
2510,1.132
2511,0.237
2512,0.044
2513,0.729
2514,1.664
2515,1.988
2516,1.404
2517,0.448
2518,0.000
2519,0.471
2520,1.428
2521,1.992
2522,1.643
2523,0.703
2524,0.036
2525,0.255
2526,1.159
2527,1.917
2528,1.832
2529,0.982
2530,0.149
2531,0.098
2532,0.877
2533,1.768
2534,1.954
2535,1.262
2536,0.330
2537,0.013
2538,0.604
2539,1.559
2540,2.000
2541,1.521
2542,0.564
2543,0.007
2544,0.363
2545,1.305
2546,1.966
2547,1.739
2548,0.832
2549,0.080
2550,0.173
2551,1.027
2552,1.856
2553,1.898
2554,1.115
2555,0.226
2556,0.049
2557,0.746
2558,1.677
2559,1.985
2560,1.388
2561,0.434
2562,0.000
2563,0.486
2564,1.444
2565,1.994
2566,1.630
2567,0.687
2568,0.032
2569,0.267
2570,1.176
2571,1.924
2572,1.822
2573,0.964
2574,0.140
2575,0.106
2576,0.894
2577,1.780
2578,1.948
2579,1.245
2580,0.317
2581,0.016
2582,0.621
2583,1.574
2584,1.999
2585,1.506
2586,0.548
2587,0.005
2588,0.377
2589,1.322
2590,1.971
2591,1.727
2592,0.815
2593,0.073
2594,0.183
2595,1.044
2596,1.865
2597,1.890
2598,1.097
2599,0.215
2600,0.055
2601,0.764
2602,1.690
2603,1.982
2604,1.371
2605,0.419
2606,0.001
2607,0.501
2608,1.460
2609,1.996
2610,1.616
2611,0.670
2612,0.027
2613,0.279
2614,1.194
2615,1.930
2616,1.811
2617,0.947
2618,0.131
2619,0.114
2620,0.912
2621,1.791
2622,1.942
2623,1.228
2624,0.304
2625,0.020
2626,0.637
2627,1.588
2628,1.998
2629,1.491
2630,0.532
2631,0.004
2632,0.391
2633,1.339
2634,1.975
2635,1.715
2636,0.798
2637,0.067
2638,0.194
2639,1.062
2640,1.873
2641,1.882
2642,1.079
2643,0.204
2644,0.061
2645,0.781
2646,1.703
2647,1.978
2648,1.355
2649,0.405
2650,0.002
2651,0.517
2652,1.476
2653,1.997
2654,1.602
2655,0.653
2656,0.023
2657,0.291
2658,1.211
2659,1.937
2660,1.801
2661,0.929
2662,0.122
2663,0.123
2664,0.929
2665,1.801
2666,1.936
2667,1.211
2668,0.291
2669,0.023
2670,0.654
2671,1.602
2672,1.997
2673,1.475
2674,0.516
2675,0.002
2676,0.405
2677,1.355
2678,1.979
2679,1.702
2680,0.780
2681,0.060
2682,0.204
2683,1.080
2684,1.882
2685,1.873
2686,1.062
2687,0.193
2688,0.067
2689,0.798
2690,1.715
2691,1.975
2692,1.338
2693,0.391
2694,0.004
2695,0.532
2696,1.491
2697,1.998
2698,1.588
2699,0.637
2700,0.020
2701,0.304
2702,1.228
2703,1.943
2704,1.790
2705,0.911
2706,0.114
2707,0.131
2708,0.947
2709,1.812
2710,1.930
2711,1.193
2712,0.279
2713,0.027
2714,0.670
2715,1.616
2716,1.996
2717,1.460
2718,0.501
2719,0.001
2720,0.420
2721,1.372
2722,1.982
2723,1.690
2724,0.763
2725,0.054
2726,0.215
2727,1.097
2728,1.890
2729,1.864
2730,1.044
2731,0.183
2732,0.073
2733,0.815
2734,1.727
2735,1.970
2736,1.321
2737,0.377
2738,0.005
2739,0.548
2740,1.507
2741,1.999
2742,1.573
2743,0.620
2744,0.016
2745,0.317
2746,1.245
2747,1.948
2748,1.779
2749,0.894
2750,0.106
2751,0.140
2752,0.965
2753,1.822
2754,1.923
2755,1.176
2756,0.267
2757,0.032
2758,0.687
2759,1.630
2760,1.994
2761,1.444
2762,0.486
2763,0.000
2764,0.434
2765,1.388
2766,1.985
2767,1.677
2768,0.746
2769,0.049
2770,0.226
2771,1.115
2772,1.898
2773,1.855
2774,1.026
2775,0.173
2776,0.080
2777,0.833
2778,1.739
2779,1.966
2780,1.305
2781,0.363
2782,0.007
2783,0.564
2784,1.522
2785,2.000
2786,1.559
2787,0.604
2788,0.013
2789,0.330
2790,1.263
2791,1.954
2792,1.768
2793,0.876
2794,0.098
2795,0.149
2796,0.983
2797,1.832
2798,1.916
2799,1.158
2800,0.255
2801,0.036
2802,0.704
2803,1.644
2804,1.992
2805,1.428
2806,0.471
2807,0.000
2808,0.449
2809,1.404
2810,1.988
2811,1.663
2812,0.729
2813,0.044
2814,0.238
2815,1.133
2816,1.906
2817,1.846
2818,1.009
2819,0.163
2820,0.087
2821,0.850
2822,1.751
2823,1.961
2824,1.288
2825,0.350
2826,0.009
2827,0.580
2828,1.537
2829,2.000
2830,1.544
2831,0.588
2832,0.011
2833,0.343
2834,1.280
2835,1.959
2836,1.757
2837,0.859
2838,0.091
2839,0.159
2840,1.000
2841,1.842
2842,1.909
2843,1.141
2844,0.243
2845,0.041
2846,0.721
2847,1.657
2848,1.989
2849,1.412
2850,0.456
2851,0.000
2852,0.464
2853,1.420
2854,1.991
2855,1.650
2856,0.712
2857,0.039
2858,0.249
2859,1.150
2860,1.913
2861,1.837
2862,0.991
2863,0.154
2864,0.095
2865,0.868
2866,1.763
2867,1.956
2868,1.271
2869,0.336
2870,0.012
2871,0.596
2872,1.552
2873,2.000
2874,1.529
2875,0.572
2876,0.008
2877,0.357
2878,1.297
2879,1.964
2880,1.745
2881,0.841
2882,0.083
2883,0.168
2884,1.018
2885,1.851
2886,1.902
2887,1.123
2888,0.232
2889,0.046
2890,0.738
2891,1.670
2892,1.987
2893,1.396
2894,0.441
2895,0.000
2896,0.479
2897,1.436
2898,1.993
2899,1.637
2900,0.695
2901,0.034
2902,0.261
2903,1.168
2904,1.920
2905,1.827
2906,0.973
2907,0.144
2908,0.102
2909,0.885
2910,1.774
2911,1.951
2912,1.254
2913,0.323
2914,0.015
2915,0.612
2916,1.566
2917,2.000
2918,1.514
2919,0.556
2920,0.006
2921,0.370
2922,1.313
2923,1.968
2924,1.733
2925,0.824
2926,0.076
2927,0.178
2928,1.036
2929,1.860
2930,1.894
2931,1.106
2932,0.220
2933,0.052
2934,0.755
2935,1.683
2936,1.984
2937,1.379
2938,0.426
2939,0.001
2940,0.494
2941,1.452
2942,1.995
2943,1.623
2944,0.678
2945,0.029
2946,0.273
2947,1.185
2948,1.927
2949,1.817
2950,0.956
2951,0.135
2952,0.110
2953,0.903
2954,1.785
2955,1.945
2956,1.236
2957,0.310
2958,0.018
2959,0.629
2960,1.581
2961,1.999
2962,1.499
2963,0.540
2964,0.004
2965,0.384
2966,1.330
2967,1.973
2968,1.721
2969,0.806
2970,0.070
2971,0.189
2972,1.053
2973,1.869
2974,1.886
2975,1.088
2976,0.209
2977,0.058
2978,0.772
2979,1.696
2980,1.980
2981,1.363
2982,0.412
2983,0.002
2984,0.509
2985,1.468
2986,1.996
2987,1.609
2988,0.661
2989,0.025
2990,0.285
2991,1.202
2992,1.933
2993,1.806
2994,0.938
2995,0.127
2996,0.118
2997,0.921
2998,1.796
2999,1.939
3000,1.219
3001,0.297
3002,0.022
3003,0.645
3004,1.595
3005,1.998
3006,1.483
3007,0.524
3008,0.003
3009,0.398
3010,1.347
3011,1.977
3012,1.708
3013,0.789
3014,0.063
3015,0.199
3016,1.071
3017,1.878
3018,1.877
3019,1.070
3020,0.199
3021,0.064
3022,0.789
3023,1.709
3024,1.977
3025,1.346
3026,0.398
3027,0.003
3028,0.525
3029,1.484
3030,1.998
3031,1.595
3032,0.645
3033,0.021
3034,0.298
3035,1.220
3036,1.940
3037,1.796
3038,0.920
3039,0.118
3040,0.127
3041,0.938
3042,1.807
3043,1.933
3044,1.202
3045,0.285
3046,0.025
3047,0.662
3048,1.609
3049,1.996
3050,1.468
3051,0.509
3052,0.002
3053,0.412
3054,1.363
3055,1.980
3056,1.696
3057,0.772
3058,0.057
3059,0.210
3060,1.089
3061,1.886
3062,1.869
3063,1.053
3064,0.188
3065,0.070
3066,0.807
3067,1.721
3068,1.973
3069,1.330
3070,0.384
3071,0.004
3072,0.540
3073,1.499
3074,1.999
3075,1.580
3076,0.628
3077,0.018
3078,0.310
3079,1.237
3080,1.946
3081,1.785
3082,0.903
3083,0.110
3084,0.136
3085,0.956
3086,1.817
3087,1.927
3088,1.185
3089,0.273
3090,0.030
3091,0.679
3092,1.623
3093,1.995
3094,1.452
3095,0.493
3096,0.001
3097,0.427
3098,1.380
3099,1.984
3100,1.683
3101,0.754
3102,0.052
3103,0.221
3104,1.106
3105,1.894
3106,1.860
3107,1.035
3108,0.178
3109,0.077
3110,0.824
3111,1.733
3112,1.968
3113,1.313
3114,0.370
3115,0.006
3116,0.556
3117,1.514
3118,2.000
3119,1.566
3120,0.612
3121,0.015
3122,0.323
3123,1.254
3124,1.951
3125,1.774
3126,0.885
3127,0.102
3128,0.145
3129,0.974
3130,1.827
3131,1.920
3132,1.167
3133,0.261
3134,0.034
3135,0.695
3136,1.637
3137,1.993
3138,1.436
3139,0.478
3140,0.000
3141,0.441
3142,1.396
3143,1.987
3144,1.670
3145,0.737
3146,0.046
3147,0.232
3148,1.124
3149,1.902
3150,1.851
3151,1.017
3152,0.168
3153,0.084
3154,0.842
3155,1.745
3156,1.964
3157,1.296
3158,0.356
3159,0.008
3160,0.572
3161,1.529
3162,2.000
3163,1.551
3164,0.596
3165,0.012
3166,0.337
3167,1.271
3168,1.956
3169,1.762
3170,0.867
3171,0.094
3172,0.154
3173,0.991
3174,1.837
3175,1.913
3176,1.150
3177,0.249
3178,0.039
3179,0.712
3180,1.650
3181,1.991
3182,1.420
3183,0.463
3184,0.000
3185,0.456
3186,1.412
3187,1.989
3188,1.657
3189,0.720
3190,0.041
3191,0.243
3192,1.141
3193,1.909
3194,1.841
3195,1.000
3196,0.158
3197,0.091
3198,0.859
3199,1.757
3200,1.959
3201,1.279
3202,0.343
3203,0.011
3204,0.588
3205,1.544
3206,2.000
3207,1.536
3208,0.580
3209,0.009
3210,0.350
3211,1.288
3212,1.961
3213,1.751
3214,0.850
3215,0.087
3216,0.163
3217,1.009
3218,1.846
3219,1.905
3220,1.132
3221,0.237
3222,0.044
3223,0.729
3224,1.664
3225,1.988
3226,1.404
3227,0.448
3228,0.000
3229,0.471
3230,1.428
3231,1.992
3232,1.643
3233,0.703
3234,0.036
3235,0.255
3236,1.159
3237,1.917
3238,1.832
3239,0.982
3240,0.149
3241,0.098
3242,0.877
3243,1.768
3244,1.954
3245,1.262
3246,0.330
3247,0.013
3248,0.604
3249,1.559
3250,2.000
3251,1.521
3252,0.564
3253,0.007
3254,0.363
3255,1.305
3256,1.966
3257,1.739
3258,0.832
3259,0.080
3260,0.173
3261,1.027
3262,1.856
3263,1.898
3264,1.115
3265,0.226
3266,0.049
3267,0.746
3268,1.677
3269,1.985
3270,1.388
3271,0.434
3272,0.000
3273,0.486
3274,1.444
3275,1.994
3276,1.630
3277,0.687
3278,0.032
3279,0.267
3280,1.176
3281,1.924
3282,1.822
3283,0.964
3284,0.140
3285,0.106
3286,0.894
3287,1.780
3288,1.948
3289,1.245
3290,0.317
3291,0.016
3292,0.621
3293,1.574
3294,1.999
3295,1.506
3296,0.548
3297,0.005
3298,0.377
3299,1.322
3300,1.971
3301,1.727
3302,0.815
3303,0.073
3304,0.183
3305,1.045
3306,1.865
3307,1.890
3308,1.097
3309,0.215
3310,0.055
3311,0.764
3312,1.690
3313,1.982
3314,1.371
3315,0.419
3316,0.001
3317,0.502
3318,1.460
3319,1.996
3320,1.616
3321,0.670
3322,0.027
3323,0.279
3324,1.194
3325,1.930
3326,1.811
3327,0.947
3328,0.131
3329,0.114
3330,0.912
3331,1.791
3332,1.942
3333,1.228
3334,0.304
3335,0.020
3336,0.637
3337,1.588
3338,1.998
3339,1.491
3340,0.532
3341,0.004
3342,0.391
3343,1.339
3344,1.975
3345,1.715
3346,0.798
3347,0.067
3348,0.194
3349,1.062
3350,1.873
3351,1.882
3352,1.079
3353,0.204
3354,0.061
3355,0.781
3356,1.703
3357,1.978
3358,1.355
3359,0.405
3360,0.002
3361,0.517
3362,1.476
3363,1.997
3364,1.602
3365,0.653
3366,0.023
3367,0.292
3368,1.211
3369,1.937
3370,1.801
3371,0.929
3372,0.122
3373,0.123
3374,0.930
3375,1.801
3376,1.936
3377,1.211
3378,0.291
3379,0.023
3380,0.654
3381,1.602
3382,1.997
3383,1.475
3384,0.516
3385,0.002
3386,0.405
3387,1.355
3388,1.979
3389,1.702
3390,0.780
3391,0.060
3392,0.204
3393,1.080
3394,1.882
3395,1.873
3396,1.062
3397,0.193
3398,0.067
3399,0.798
3400,1.715
3401,1.975
3402,1.338
3403,0.391
3404,0.004
3405,0.533
3406,1.491
3407,1.998
3408,1.588
3409,0.637
3410,0.020
3411,0.304
3412,1.228
3413,1.943
3414,1.790
3415,0.911
3416,0.114
3417,0.131
3418,0.947
3419,1.812
3420,1.930
3421,1.193
3422,0.279
3423,0.027
3424,0.670
3425,1.616
3426,1.996
3427,1.460
3428,0.501
3429,0.001
3430,0.420
3431,1.372
3432,1.982
3433,1.689
3434,0.763
3435,0.054
3436,0.215
3437,1.097
3438,1.890
3439,1.864
3440,1.044
3441,0.183
3442,0.073
3443,0.816
3444,1.727
3445,1.970
3446,1.321
3447,0.377
3448,0.005
3449,0.548
3450,1.507
3451,1.999
3452,1.573
3453,0.620
3454,0.016
3455,0.317
3456,1.246
3457,1.948
3458,1.779
3459,0.894
3460,0.106
3461,0.140
3462,0.965
3463,1.822
3464,1.923
3465,1.176
3466,0.267
3467,0.032
3468,0.687
3469,1.630
3470,1.994
3471,1.444
3472,0.486
3473,0.000
3474,0.434
3475,1.388
3476,1.985
3477,1.677
3478,0.746
3479,0.049
3480,0.226
3481,1.115
3482,1.898
3483,1.855
3484,1.026
3485,0.173
3486,0.080
3487,0.833
3488,1.739
3489,1.966
3490,1.305
3491,0.363
3492,0.007
3493,0.564
3494,1.522
3495,2.000
3496,1.559
3497,0.604
3498,0.013
3499,0.330
3500,1.263
